date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:05:21	258/258	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Sep%202022%2020:05:21%20GMT	http://christmasexperiments.com/favicon-32x32.png	C:/Mes%20Sites%20Web/games/christmasexperiments.com/favicon-32x32.8.delayed	(from https://christmasexperiments.com/2018/01/plume-and-the-forgotten-letter/)
22:05:21	870/870	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Dec%202017%2009:15:07%20GMT	https://christmasexperiments.com/favicon-32x32.png	C:/Mes%20Sites%20Web/games/christmasexperiments.com/favicon-32x32.png	(from https://christmasexperiments.com/2018/01/plume-and-the-forgotten-letter/)
22:05:22	258/258	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Sep%202022%2020:05:22%20GMT	http://christmasexperiments.com/favicon-16x16.png	C:/Mes%20Sites%20Web/games/christmasexperiments.com/favicon-16x16.a.delayed	(from https://christmasexperiments.com/2018/01/plume-and-the-forgotten-letter/)
22:05:22	433/433	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Dec%202017%2009:15:07%20GMT	https://christmasexperiments.com/favicon-16x16.png	C:/Mes%20Sites%20Web/games/christmasexperiments.com/favicon-16x16.png	(from https://christmasexperiments.com/2018/01/plume-and-the-forgotten-letter/)
22:05:22	259/259	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Sep%202022%2020:05:22%20GMT	http://christmasexperiments.com/img/logo174x84.png	C:/Mes%20Sites%20Web/games/christmasexperiments.com/img/logo174x84.c.delayed	(from https://christmasexperiments.com/2018/01/plume-and-the-forgotten-letter/)
22:05:22	2412/2412	---M--	200	added ('OK')	image/png	date:Fri,%2001%20Dec%202017%2013:45:22%20GMT	https://christmasexperiments.com/img/logo174x84.png	C:/Mes%20Sites%20Web/games/christmasexperiments.com/img/logo174x84.png	(from https://christmasexperiments.com/2018/01/plume-and-the-forgotten-letter/)
22:05:23	267/267	---MCZ	301	error ('Moved%20Permanently')	text/html	date:Fri,%2023%20Sep%202022%2020:05:23%20GMT	http://christmasexperiments.com/bin/bundle.js?v=3906031163	C:/Mes%20Sites%20Web/games/christmasexperiments.com/bin/bundle.ed646.delayed	(from https://christmasexperiments.com/2018/01/plume-and-the-forgotten-letter/)
22:05:24	54439/54439	---MCZ	200	added ('OK')	application/javascript	date:Sun,%2002%20Dec%202018%2023:45:17%20GMT	https://christmasexperiments.com/bin/bundle.js?v=3906031163	C:/Mes%20Sites%20Web/games/christmasexperiments.com/bin/bundled646.js	(from https://christmasexperiments.com/2018/01/plume-and-the-forgotten-letter/)
22:05:25	49672/49672	---MC-	200	added ('OK')	text/javascript	date:Sun,%2011%20Sep%202022%2013:50:09%20GMT	https://www.google-analytics.com/analytics.js	C:/Mes%20Sites%20Web/games/www.google-analytics.com/analytics.js	(from https://christmasexperiments.com/2018/01/plume-and-the-forgotten-letter/)
22:05:25	450/450	---M--	200	added ('OK')	image/png	date:Fri,%2030%20Nov%202018%2009:00:28%20GMT	https://christmasexperiments.com/img/neon_border.png	C:/Mes%20Sites%20Web/games/christmasexperiments.com/img/neon_border.png	(from https://christmasexperiments.com/css/main.css?v=3)
22:05:25	1047/1047	---M--	200	added ('OK')	image/png	date:Fri,%2008%20Dec%202017%2012:32:24%20GMT	https://christmasexperiments.com/img/arrow-timeline.png	C:/Mes%20Sites%20Web/games/christmasexperiments.com/img/arrow-timeline.png	(from https://christmasexperiments.com/css/main.css?v=3)
